12315783	25395075
12095802	26676590
12694521	27276216
12258281	25183903
12279480	25120682
12254778	25168487
12908614	27998677
12145007	24881573
12469820	26920079
12193142	26126263
12488107	27018525
12612207	26860426
12015758	24646433
12174386	26368414
11939268	24580810
12547839	25831961
12239040	26424399
11809105	24243112
14337331	71048357
13090854	34415788
12357695	25713790
12092581	24851323
12107473	24747516
11829818	24298317
13608566	30190921
11948217	24670244
12071667	26291864
12128098	26404216
12712071	28403940
12252965	25068054
12799886	27394259
12130105	25558211
12637625	25846337
12235541	25367075
12063684	25183589
12148608	25144085
13002604	27601356
13096257	29073147
12840418	27569489
12296892	25531742
12170555	24912597
12747920	28852002
12298219	26449654
12658306	25473985
12521250	27702969
12442123	25423322
12632532	27573459
12267746	26368719
12679560	29788057
12700355	25915166
12270187	25367345
12239333	26532415
12305393	25079197
11937784	24808207
12688697	28999638
12619660	27287698
11805363	24398172
12614007	27050413
12752335	27656382
11861869	24449667
12536326	28137126
12318786	25626864
13144576	34517623
12230043	25437171
13017724	28238257
12367910	27856035
12455845	27055480
12042324	28776795
12992954	34067457
12255247	26670597
13861096	51081243
12322883	25686356
11708019	24438177
14609821	66268488
11974676	24728826
12278215	25209965
12862019	28123879
12189182	26123575
12631137	26798952
12757179	27421353
12491588	27308305
12759266	27564297
12476059	25617331
12221897	25325813
12323381	25394090
12451594	25103693
12353191	25789862
12550899	31679495
11579529	23800799
12032198	24726816
12079974	24822633
15341081	33664293
12645955	25823313
12327135	25648437
12640598	25547026
12383344	25852333
12534787	29531539
11798024	25675692
12184407	26706861
12622217	27180039
12000297	24736840
12730594	27385918
12047795	24814427
13797564	46943073
12192212	25035994
12340621	27947035
12088701	24925609
12751668	27768138
12220308	26350418
12649736	28641937
12216409	26395657
11825797	24304977
12640494	27625527
12542534	34505528
12032240	24747568
12118252	26347632
11966430	26103133
12462996	25682405
12535141	26829890
12156512	24717868
12464075	28120525
11832577	26458455
14965338	68588401
12193721	26516709
11939297	24574801
11711358	24126813
12142118	25081859
12531001	25719126
12225266	26307746
12860838	27829799
11877086	25607769
11660377	24128850
12193422	25169025
12714590	27488820
12727070	28935659
12287499	25116266
12083420	25091424
12178142	26624074
12221976	25054702
12422567	27300750
11837647	26022407
12587324	25705338
12169580	26213396
12050064	30084837
12064409	27314017
12392561	27082691
11921366	24554429
12500317	27169713
12218581	26538952
13301734	28097093
13841337	47429583
12402044	26727397
12073225	24777797
11988908	26206415
14063049	59951079
11933428	25960404
12391433	26975400
11902930	27424393
12087547	25046452
12682528	30951744
12560361	31029549
12584636	27453786
12089792	24696667
12124618	25345060
12132105	26750710
12017115	24861915
12529903	25628592
12281948	25169714
14697514	30082811
15052915	37861723
12875929	28809599
11880154	28837376
14962560	30901375
11734732	24054109
12253731	25755854
12088825	24311056
12356306	25196018
12519551	25953756
12458441	25236151
12071391	25096001
13407615	32751044
12190763	25014124
12264182	26763152
11981429	25981049
12049937	24886371
11962820	26139120
12078959	25213355
12291958	25242453
13108397	27587096
12523925	27679228
11496003	24002007
12399191	25732011
12469785	25417262
12832478	27519324
14109536	43733539
12142232	26705619
13050658	28862320
12508554	29255529
12322084	25930354
11891586	25992138
11963791	24910116
12613911	25767904
11843241	24335044
12896028	34753269
12103429	26352241
12018866	24684957
11830389	24174854
12001862	24779892
12359320	25731368
12274763	25065509
12215281	25028654
12324501	25265315
12538419	27025105
12380765	25848278
12687991	26169448
11995434	25253456
12328776	26419309
12195158	26541073
12329452	25662585
12099180	26062403
12005901	24699250
12044034	24812989
12237205	26353599
12919987	30617298
12227053	25046084
12195822	27490707
11866765	24495113
12131942	26066655
12484074	28187377
14042804	46394822
12244626	25309768
12322920	25379540
12513677	30192484
12282204	25267036
12268375	25319830
13098664	28257225
12513005	27094283
12171967	26306954
12516891	25569590
12062983	24657218
12361990	25682913
12931955	27819282
12269088	25373309
13265065	31254981
12687606	29144141
12736902	30321841
12862939	27739129
12997658	29810741
12473685	25720611
12107038	25324004
11972927	24783926
12189538	24926696
12251630	25075052
12383083	25361689
13225984	33645393
11785138	24429197
12335845	26475463
12947911	28201837
11958672	24486179
12068321	24825664
12299214	25047526
12272200	25342938
12532610	26986893
12387498	26960096
12697114	27651214
12148336	25203014
12061492	24253873
13121145	30366340
12384946	25569356
12026826	26149181
12342237	26548824
12198813	25015767
12272274	25223201
12618873	25688109
12070824	27065397
12279548	26898277
12676429	27402996
12062476	24500984
12123263	24819023
13920746	27013068
12039417	25029078
11828664	24401324
12049164	26176753
13292288	32365980
12231307	24930947
12208538	26607184
13331030	26014166
12620303	25053071
11577346	23811326
12396148	26481487
12042520	24489375
15092637	30676994
12306793	26674570
13624917	25981940
12091393	27001199
11885312	25949776
12324132	25621179
12522090	27732958
13276496	30412341
12420010	27150566
12437619	27303055
13126621	31286310
12097349	26516581
12517795	25370318
12256551	24922959
12042579	26148589
15207723	32401510
12164434	25018610
12740611	31045829
12053376	24988908
12566114	27621849
12228104	25421125
13245643	33611922
12431290	26782320
12385256	26576895
11880962	24604568
11949055	25680388
12579421	27475962
12702143	27231370
12783435	27440735
12084676	28923275
13497457	29975355
12155872	26277925
12355786	26827515
12309095	27406219
12183337	25712111
12624861	25481014
12528448	27005321
12134516	24932638
12564249	26970650
12610779	27020223
12668590	27597021
12344952	25918311
12408380	25598207
11951938	24477292
12186782	25339958
12154414	27615426
12613113	27543768
12645282	27700156
12574456	29214280
12622299	27575362
11900187	24726168
12341725	25398570
12525858	28054245
12024485	24813450
12705038	29762779
12339573	26599511
12278201	27603483
12327099	26831479
12137201	26404110
12042905	26141939
11824050	24626297
12452433	27210493
12006358	24385701
12487582	27315035
11991153	25638084
12335103	25834175
13941412	44772562
12396595	25688433
15019303	71993219
11964822	24725810
14948041	32117885
13086393	34581240
12193216	25356829
15011723	32254081
11791245	24314665
12499653	27556634
12372721	25629106
12919752	28505613
13060958	29460663
13165130	29734592
15050654	65163063
12503753	25780786
12483362	33047415
12748004	27656926
11973556	28756739
12686063	27462027
14279020	55123126
12493703	29251367
11982583	24635319
12758502	27669949
12890276	27550675
12330062	27006746
11919609	24993697
12115750	25108937
13419606	32450575
12525447	26100428
12703768	28253506
12241741	25246045
12875925	29057606
12355245	27066820
14034540	44292015
11925004	26431586
12345580	29417828
11821103	24647587
12741915	27703515
12809100	27366863
13746120	47769939
12539525	25675954
11779737	24418797
12377151	25447270
12095662	25050512
12230517	26604459
12836407	28937264
11937140	24678036
11666617	24230855
12088494	25184378
12149928	25164974
11824961	24601526
12198453	25339390
12448997	37867414
12356059	25541680
12502040	33077393
12802000	31166030
12202356	25159603
12829348	27950655
12427619	25732193
12383221	25661004
12339937	26995378
12896307	29075352
12412088	26971017
12952617	26565045
13816366	30860286
12598605	25807816
12880077	29052845
12483204	28666076
12520504	25457147
12374817	26930874
14875958	32276230
12409877	27215859
12566478	25907906
12162642	25177093
12341395	26766634
12840046	27568141
15093309	70266820
12982257	30649695
12346958	25500377
12303556	25432959
12456836	27063388
12048139	25013959
12643269	26095028
11920600	26122198
12511346	27245035
12968956	28015552
11870951	24754897
12293522	25487624
12349809	25584988
12613401	27226796
12113499	26431376
12051122	26284033
12789998	29910057
12542683	27151694
12293816	25561189
12404967	25684478
12818078	29114019
12332401	25506956
14401130	62270507
11914526	24831729
15038854	32398227
11792536	24451161
14970623	32445278
12601908	28965031
12311873	26800534
12030912	24871381
11854049	24596404
13773987	45355403
12708074	27734008
11903284	25812138
11814776	24413483
14177903	53772074
13071939	29349922
12662098	27645557
12614646	31108115
12281706	26838340
11957064	26031486
12276240	25235690
12235244	25659210
12270223	25522466
15720288	33274596
12042371	27680619
12834748	27812424
12963480	31477787
15044968	32360173
11943190	24754164
13076503	30496742
12284299	26966445
12664818	27718927
12672463	27861682
12251182	25469625
15556362	33154114
12263698	27033833
12367984	25491993
12081117	25111002
