12177668	24971072
12444936	26157513
12693607	30847784
12272387	24996279
12456292	25331132
12157587	24705936
13065061	27024354
12163747	24844815
12536381	26143920
12043207	25303338
12644542	26251497
12491423	26443256
12263802	26679176
12514675	26083050
12130153	26197295
12071744	25062366
12630101	26612748
11977761	24567113
14836433	51832580
13217415	30488082
12255800	24994922
12138400	25134773
12441982	25568289
11924841	24592821
13918935	29255881
11715634	24334858
12387896	25851714
12358010	26183115
12345275	26216248
12264677	25155110
12414704	26192511
12115655	25148082
12097296	24874095
12354174	25365974
12136323	33693482
12370712	25196046
12389151	27300099
12714166	26649542
12579660	26246543
11886756	24227566
12190737	24698123
12805581	26806030
12171078	25548614
12283957	24882204
12320835	25738381
12221040	24985050
12411827	25968239
12256305	25504843
12833322	27194715
12485101	25329993
12183620	24907128
12466553	26023873
12025920	24980230
12211457	24924491
12679103	26956223
12505898	25925708
11748746	24098869
12296671	28659864
12487642	26413907
11886473	24418492
12618985	26871130
12178529	24960666
13088797	29822878
12357544	25481466
12869308	26847908
12442608	26561207
12751348	26394776
12262223	25249311
13366452	30253475
12360823	25981984
13716478	40667018
12381040	25262835
12036125	24589138
14846913	57618658
12163097	24971294
12078681	24759506
12849448	26717298
12308439	25567995
12394144	26118780
12459215	25891410
12159668	25567992
12525629	26208191
12090983	24539861
12034658	24719944
12355999	25067963
12147597	25014329
12242735	24893676
12775826	28327076
11757034	24101257
12205569	24986821
12287476	25136039
15301535	31626198
12400310	25308221
12417427	25333982
12503956	25362384
12818517	26116840
12740690	27303627
12202681	25473980
12139112	25351776
12558320	26228865
12033784	24456265
12642585	26390554
12273702	24986028
13932318	36619580
12176880	24776048
12471472	26132114
12281267	24827971
12591047	26292403
12541068	26487084
12867928	27270814
12427064	25860732
11801932	24216472
12392145	26266935
12869650	28889062
12147969	24637547
12383189	25878382
12260500	25495057
12656891	25604165
12483057	26289777
11956519	24420903
12556685	26782880
12032206	25802639
15173305	48210596
24430556	54272078
11883407	24439515
11841867	24407625
11996603	24633564
12347698	25174895
12507692	26099177
12656367	26540908
11966709	25099998
11652388	23870867
11789675	24189767
12803110	26568177
12713041	26806162
11908758	24496234
